Wavelength(Microns),Extinction Coefficient,Refractive Index,
0.10633,0.0502928906999,1.05411329291,
0.10798,0.0481095883364,1.05517958126,
0.10965,0.0461929560019,1.05548675324,
0.11134,0.0449857180753,1.05559373204,
0.11307,0.0443321612088,1.0559624568,
0.11481,0.0439450649684,1.05654084108,
0.11659,0.0433641533928,1.05754384566,
0.1184,0.0426256047644,1.05866686124,
0.12023,0.0415315407454,1.05985442717,
0.12209,0.0401480451441,1.06080430319,
0.12398,0.0385728325936,1.06138567022,
0.12589,0.03699780932,1.06128973719,
0.12784,0.0361688263763,1.06058021786,
0.12982,0.0366046718992,1.06053822081,
0.13183,0.0365070267998,1.06151567091,
0.13386,0.035532430585,1.0623606175,
0.13594,0.0345341134893,1.06208829637,
0.13804,0.0346926599203,1.06101140179,
0.14017,0.0374039849084,1.06109823444,
0.14234,0.0404678936276,1.06475803656,
0.14454,0.0404934052754,1.07076649406,
0.14678,0.0368428087379,1.07592495701,
0.14905,0.0313191958416,1.0783143641,
0.15136,0.026111010726,1.07847411607,
0.1537,0.0217191843842,1.07754743126,
0.15608,0.0186842427608,1.07615667211,
0.15849,0.0168555135986,1.07464711215,
0.16094,0.0156894334431,1.07304734859,
0.16343,0.0144604917378,1.07190682091,
0.16596,0.0133832114898,1.07090140485,
0.16853,0.0124195636852,1.06997412792,
0.17113,0.0115756171918,1.06912159517,
0.17378,0.0108200173297,1.06838227641,
0.17647,0.0101020827934,1.06764857287,
0.1792,0.00943006498645,1.06694240865,
0.18197,0.00877930564381,1.06625860919,
0.18478,0.00815791321638,1.06557963906,
0.18764,0.00758250594149,1.06491817978,
0.19055,0.00704723936149,1.06425171573,
0.19349,0.00663586976806,1.06363309449,
0.19649,0.00625418710587,1.06300100368,
0.19953,0.00592641233698,1.06240475583,
0.20261,0.00562285486235,1.06187798511,
0.20575,0.00533931535824,1.06138736193,
0.20893,0.00513105140054,1.06093059727,
0.21216,0.00495728442406,1.060482609,
0.21544,0.00479040119349,1.06004595056,
0.21878,0.00464460160993,1.05960474953,
0.22216,0.00452158773455,1.05916957442,
0.2256,0.00443184185143,1.05875189366,
0.22909,0.00440151399392,1.0583389877,
0.23263,0.00439973405901,1.05796866943,
0.23623,0.00440773472698,1.05763755034,
0.23988,0.00442875760252,1.05733062043,
0.24359,0.00447150256542,1.05708157594,
0.24736,0.00450783924021,1.05685068632,
0.25119,0.00453497018357,1.05663981681,
0.25507,0.00455357180561,1.05644677736,
0.25902,0.00457090903946,1.05626583806,
0.26303,0.00458948649196,1.05609738643,
