WAV,K,N,
0.10633,0.458970056056,1.57181852653,
0.10798,0.437807456335,1.57790593223,
0.10965,0.420229148455,1.57778864709,
0.11134,0.409275118816,1.57700974863,
0.11307,0.402908035067,1.57939228809,
0.11481,0.398648378601,1.58402895483,
0.11659,0.392106647826,1.59218892531,
0.1184,0.384053741243,1.6012006523,
0.12023,0.372832928161,1.61033117634,
0.12209,0.359425973737,1.6170341749,
0.12398,0.344821165856,1.62032104035,
0.12589,0.330997423313,1.61770198682,
0.12784,0.32441922135,1.61050561901,
0.12982,0.328336059716,1.61060662038,
0.13183,0.326406088856,1.61916634146,
0.13386,0.316888860753,1.62560029425,
0.13594,0.308342895287,1.62216233906,
0.13804,0.310851754313,1.61277707623,
0.14017,0.334806201851,1.61645598363,
0.14234,0.357538700456,1.65211617807,
0.14454,0.350894611191,1.7039947504,
0.14678,0.314529069307,1.74400605232,
0.14905,0.265840546852,1.75924811292,
0.15136,0.221793417752,1.75674127425,
0.1537,0.185162022827,1.74617596643,
0.15608,0.160041919688,1.73272994399,
0.15849,0.145084302525,1.71894245871,
0.16094,0.135735607598,1.70465870902,
0.16343,0.125564483035,1.69429103111,
0.16596,0.116587523642,1.6851520017,
0.16853,0.108516448772,1.67673216282,
0.17113,0.101420320232,1.66900240689,
0.17378,0.0950261394738,1.66228924652,
0.17647,0.0889306728157,1.65563454376,
0.1792,0.0832035694085,1.64923223545,
0.18197,0.0776323828053,1.64302996107,
0.18478,0.0722952991304,1.63687462757,
0.18764,0.0673390539565,1.63088130967,
0.19055,0.0627195440037,1.62484750092,
0.19349,0.05917570564,1.61925811601,
0.19649,0.0558851998685,1.61354707818,
0.19953,0.0530576768281,1.60815827452,
0.20261,0.0504251797065,1.60338895025,
0.20575,0.0479579094972,1.59894176182,
0.20893,0.0461548644056,1.59480532469,
0.21216,0.0446559230666,1.59074795366,
0.21544,0.0432131229752,1.58678870284,
0.21878,0.0419572562975,1.58278644619,
0.22216,0.0409030812385,1.578836574,
0.2256,0.0401449862566,1.57504430777,
0.22909,0.0399230924227,1.57129802147,
0.23263,0.0399543595507,1.56793716696,
0.23623,0.040069535017,1.56492991065,
0.23988,0.040300289016,1.56214124257,
0.24359,0.0407217455997,1.55987983812,
0.24736,0.0410830582498,1.55778128612,
0.25119,0.0413582755621,1.55586256812,
0.25507,0.0415536376982,1.55410413529,
0.25902,0.0417360620399,1.55245493093,
0.26303,0.0419283346697,1.55091902158,
0.2671,0.0421222765172,1.54950746759,
0.27123,0.0423182954195,1.54814899575,
0.27542,0.0425165906455,1.54689328287,
0.27968,0.0427137264372,1.54572748212,
0.28401,0.0429147626633,1.54465629641,
0.2884,0.0431197665414,1.54372924344,
0.29286,0.0433234120768,1.54282627218,
0.29739,0.0435346694314,1.54195198673,
0.302,0.0437452067604,1.54114911854,
0.30667,0.0439620162069,1.54040479815,
0.31141,0.0441777207656,1.5397264661,
0.31623,0.044397434765,1.53911316735,
0.32112,0.0446192319062,1.53859380672,
0.32609,0.0448433861579,1.53811203199,
0.33113,0.04507399781,1.53768754197,
0.33625,0.0453064275991,1.53729203754,
0.34146,0.045541427245,1.53692497357,
0.34674,0.0457781420625,1.53658919877,
0.3521,0.0460212415864,1.53629078671,
0.35755,0.0462608902659,1.53602957019,
0.36308,0.0465058800945,1.53583165706,
0.36869,0.0467574507205,1.53564957674,
0.3744,0.0470151457367,1.53550280513,
0.38019,0.0472732377129,1.5354017901,
0.38607,0.0475399660481,1.53531743677,
0.39204,0.0478061997448,1.53529050577,
0.39811,0.04807661334,1.53526556001,
0.40427,0.0483514355428,1.53531345748,
0.41052,0.0485956193595,1.5353495478,
0.41687,0.0484921280025,1.53522535605,
0.42332,0.0483867229986,1.53507183433,
0.42987,0.0482807620036,1.5350010959,
0.43652,0.0481724935615,1.53487114828,
0.44327,0.0480626889252,1.53474899548,
0.45013,0.0479554635403,1.53472338403,
0.45709,0.0478452068646,1.53470032904,
0.46416,0.0477316353029,1.5346827951,
0.47134,0.0476167261236,1.53470204621,
0.47863,0.047499999622,1.53470741437,
0.48603,0.0473867530315,1.53476874122,
0.49355,0.0472673109184,1.53486435843,
0.50119,0.0471458610363,1.53494816074,
0.50894,0.0470230363759,1.53506948801,
0.51681,0.0469013267567,1.53517906072,
0.52481,0.0467764179608,1.53532509645,
0.53293,0.0466480260311,1.5354771684,
0.54117,0.0465209143183,1.53563440384,
0.54954,0.0463903009742,1.53579481095,
0.55804,0.0462561833878,1.53597874907,
0.56667,0.0461233602757,1.53618377304,
0.57544,0.0459870379503,1.53640815884,
0.58434,0.0458483191101,1.53660844571,
0.59338,0.0457094863872,1.53686161524,
0.60256,0.0455653224409,1.53712047827,
0.61188,0.0454237897259,1.53738404106,
0.62135,0.0452783316179,1.53765447382,
0.63096,0.0451290751577,1.53793145694,
0.64072,0.0449807146113,1.53821390389,
0.65063,0.0448255988649,1.53853364445,
0.66069,0.0446727542414,1.53884431358,
0.67091,0.0445194895764,1.53920890621,
0.68129,0.0443639843581,1.53961211984,
0.69183,0.0442059331498,1.54000581013,
0.70253,0.0440452290298,1.54039038292,
0.7134,0.0438819059415,1.54078193958,
0.72444,0.0437159679798,1.54118047892,
0.73564,0.0435475352573,1.54158581717,
0.74702,0.04337634784,1.54199848499,
0.75858,0.0432071746214,1.5424184422,
0.77031,0.0430310268755,1.54289316318,
0.78223,0.0428516326156,1.5433276408,
0.79433,0.0426694349367,1.54376995172,
0.80662,0.0424846741341,1.54426760556,
0.81909,0.0423884315197,1.54450147898,
0.83176,0.0423248209449,1.54462723085,
0.84463,0.0422603621384,1.54478719839,
0.8577,0.0421945797125,1.54493411429,
0.87096,0.0421278665204,1.54511551668,
0.88444,0.0420580047176,1.54525209392,
0.89812,0.0419856219699,1.54543923791,
0.91201,0.041915291083,1.54562921975,
0.92612,0.0418435621097,1.54582219944,
0.94045,0.0417705873212,1.54601817529,
0.95499,0.0416916359512,1.54621704209,
0.96977,0.0416161024321,1.54643497041,
0.98477,0.041539405282,1.54667211042,
1.0,0.0414611688547,1.54688034336,
1.0155,0.0413811742888,1.5470922543,
1.0312,0.0413037328631,1.54730686002,
1.0471,0.0412229842002,1.54752419788,
1.0633,0.0411389310802,1.54774563031,
1.0798,0.0410502291807,1.54795522382,
1.0965,0.0409301365174,1.54808860159,
1.1134,0.04081034359,1.5482235708,
1.1307,0.0406830230026,1.54836176768,
1.1481,0.0405594980914,1.54845283017,
1.1659,0.0404299681325,1.54859501888,
1.1839,0.0402995650269,1.54870834457,
1.2023,0.0401687615713,1.54883683261,
1.2209,0.0401005798914,1.54885071484,
1.2398,0.0400516916564,1.54885100995,
1.2589,0.0400106020508,1.54886629331,
1.2784,0.039969560016,1.54889885797,
1.2982,0.039931607759,1.54893190776,
1.3183,0.0399000657139,1.54896452707,
1.3386,0.0398615920239,1.5489513881,
1.3594,0.0398259513857,1.5489549442,
1.3804,0.0397890323581,1.54897322292,
1.4017,0.0397479553426,1.54900880265,
1.4234,0.0397054688696,1.54901390196,
1.4454,0.0396634505752,1.54903388205,
1.4678,0.0396203752394,1.54905496002,
1.4905,0.0395781562282,1.54906131028,
1.5136,0.0395352247046,1.54905304308,
1.537,0.0395649010369,1.54897536826,
1.5608,0.039599985453,1.54887528574,
1.5849,0.0396274345216,1.54875867019,
1.6094,0.0396599396563,1.54868829156,
1.6343,0.0396915647338,1.54858600798,
1.6596,0.0397284583395,1.54849668415,
1.6853,0.0397626361098,1.54835930679,
1.7113,0.0397673107613,1.54815655884,
1.7378,0.0397382471559,1.54788886106,
1.7647,0.039715126569,1.54761708601,
1.792,0.039690437007,1.54731091954,
1.8197,0.0396690975073,1.54701822766,
1.8478,0.0396489113868,1.54668958651,
1.8764,0.0396303755661,1.54637398509,
1.9055,0.0396194217607,1.54601291822,
1.9349,0.0396759243828,1.5456293979,
1.9649,0.0397355842257,1.54525122567,
1.9953,0.0397939213128,1.54483910106,
2.0261,0.0398263065128,1.544275666,
2.0575,0.0398217715756,1.54346824775,
2.0893,0.0398147755677,1.54265180261,
2.1216,0.0398048196817,1.54182504432,
2.1544,0.0397960703391,1.54098913119,
2.1878,0.0397902849028,1.54013771636,
2.2216,0.0397885081785,1.53927714946,
2.256,0.0397828873521,1.53837363731,
2.2909,0.0397192277717,1.53693233196,
2.3263,0.0396537643203,1.53547162297,
2.3623,0.0395850154527,1.53399089067,
2.3988,0.0395158594417,1.53234728417,
2.4359,0.0394517260295,1.53046916265,
2.4736,0.039386225901,1.52854261037,
2.5119,0.0393222466122,1.52657469065,
2.5507,0.0392714018661,1.52272564133,
2.5902,0.0392277633177,1.51738866234,
2.6303,0.0391832703881,1.5119126909,
2.671,0.0391413661607,1.50637974517,
2.7123,0.045907196279,1.49124840093,
2.7542,0.0539035183302,1.47445741539,
2.7968,0.0622494395823,1.45724744898,
2.8401,0.0765582958534,1.44639060411,
2.884,0.114782075534,1.46555603552,
2.9286,0.152106156592,1.48530959082,
2.9739,0.188553082961,1.50529872344,
3.0199,0.198450204533,1.53161954301,
3.0667,0.180060619117,1.56571729701,
3.1141,0.162290218316,1.60058799704,
3.1623,0.144891720616,1.63623827159,
3.2112,0.126503285489,1.63753489094,
3.2609,0.107360076414,1.62765491312,
3.3113,0.0877970808748,1.61760289731,
3.3625,0.0686887071818,1.60775294495,
3.4146,0.0673400828076,1.60425734478,
3.4674,0.0659639157344,1.60071623969,
3.521,0.0645606826207,1.5970748817,
3.5755,0.0625917327033,1.59371146407,
3.6308,0.0596029832096,1.59089606839,
3.6869,0.0565612793125,1.58798005075,
3.744,0.0534652876655,1.58500585528,
3.8019,0.0518355466112,1.58177281455,
3.8607,0.0509877430531,1.57839940158,
3.9204,0.0501300300604,1.57495858191,
3.9811,0.049257390908,1.57138151422,
4.0427,0.0495684682779,1.56854291662,
4.1052,0.0499397376366,1.56568425719,
4.1687,0.050307422797,1.56276188704,
4.2332,0.0507934510337,1.56011823263,
4.2987,0.0516770654215,1.55860016475,
4.3652,0.0525755603681,1.55697767523,
4.4327,0.0534820360507,1.55536117627,
4.5012,0.0535915102085,1.55404380415,
4.5709,0.0530071216652,1.55301211782,
4.6416,0.0524218152393,1.55195906416,
4.7134,0.0518264108163,1.55083439525,
4.7863,0.0512635494518,1.54818192612,
4.8603,0.0507121536634,1.54510998647,
4.9355,0.0501571261145,1.54192186807,
5.0119,0.0496652789172,1.53866015479,
5.0894,0.0496970657189,1.53513457769,
5.1681,0.0497436320045,1.53149852193,
5.2481,0.0498101200923,1.52774680316,
5.3293,0.0503920865768,1.52336269054,
5.4117,0.0517240676474,1.51820186398,
5.4954,0.0530926731548,1.51288697154,
5.5804,0.0545027701852,1.50738088864,
5.6667,0.0585816060544,1.50396148216,
5.7544,0.0638101039717,1.50125289562,
5.8434,0.0691179771969,1.49837192546,
5.9338,0.0744214540417,1.49535582467,
6.0256,0.0751814674637,1.49512627193,
6.1188,0.0759701779978,1.49460574713,
6.2135,0.0767558160267,1.49399463167,
6.3096,0.0769107310267,1.49240183258,
6.4072,0.0756069277028,1.48860051574,
6.5063,0.0742359034958,1.48441417562,
6.6069,0.0728055360563,1.47984198427,
6.7091,0.0719109984643,1.47373242158,
6.8129,0.0713718929537,1.46651919136,
6.9183,0.0708317356552,1.45847727449,
7.0253,0.0703750416148,1.44927365577,
7.134,0.0702445647719,1.43893863806,
7.2444,0.0706804972042,1.42703143516,
7.3564,0.0720330549833,1.41298664162,
7.4702,0.074978136522,1.39680596024,
7.5858,0.0803147016631,1.37774418148,
7.7031,0.0893819918058,1.35732909708,
7.8223,0.102005390186,1.33577138996,
7.9433,0.118662774612,1.31394414103,
8.0662,0.140460017623,1.2940494719,
8.1909,0.16646100823,1.27747009778,
8.3176,0.194202891324,1.2648646151,
8.4463,0.223838807405,1.26046199649,
8.577,0.25306094095,1.25587229519,
8.7096,0.28433996943,1.24878693957,
8.8444,0.322204724365,1.24194131618,
8.9812,0.358208148208,1.24177963287,
9.1201,0.399819864664,1.24965794099,
9.2612,0.441776422742,1.27031520657,
9.4045,0.479916679434,1.29814889047,
9.5499,0.510091819755,1.3282954468,
9.6976,0.527465508962,1.36021700134,
9.8477,0.537526418629,1.3885533578,
10.0,0.548845737519,1.41291002819,
10.155,0.563867651522,1.43547038096,
10.312,0.578785684366,1.46309490113,
10.471,0.586604949309,1.49449460258,
10.633,0.588946055036,1.52869910257,
10.798,0.587576775398,1.55568120822,
10.965,0.586600315644,1.57819089142,
11.134,0.587659788177,1.59722466782,
11.307,0.587812518141,1.61512684465,
11.481,0.588003813806,1.63047817694,
11.659,0.590357542608,1.64541715681,
11.84,0.589092299909,1.66694485281,
12.023,0.581479676881,1.69318459854,
12.209,0.572185232858,1.71499587779,
12.398,0.564521372916,1.73492294623,
12.589,0.55106556453,1.75564893174,
12.784,0.534558197876,1.77304319006,
12.982,0.517069917824,1.78752513128,
13.183,0.500130834007,1.79867914261,
13.387,0.478191456346,1.80566610944,
13.594,0.45570193348,1.80816926552,
13.804,0.434235557213,1.80521978267,
14.017,0.418079243934,1.79642792389,
14.234,0.405881003466,1.78372743926,
14.454,0.399284048003,1.7703468763,
14.678,0.397895637655,1.760224436,
14.905,0.398960310117,1.74973633296,
15.136,0.400883735168,1.74079126339,
15.37,0.40501418286,1.73230693038,
15.608,0.410460436147,1.72593146205,
15.849,0.417233334645,1.7178247066,
16.094,0.425382348159,1.71094887905,
16.343,0.434496341428,1.70601553236,
16.596,0.44642334492,1.70271078082,
16.853,0.461854795022,1.70028573721,
17.113,0.477131797332,1.6995544161,
17.378,0.493507937182,1.70137124047,
17.647,0.511255858759,1.70617805101,
17.92,0.528377727462,1.71304470163,
18.197,0.544438301709,1.72215206596,
18.479,0.560785016053,1.7352450789,
