WAV(Microns),K(Extinction Coefficient),N(Refractive Index),
8.7096,0.109729918033,1.43647786885,
8.8444,0.121711500975,1.43736062378,
8.9812,0.116378167641,1.44402729045,
9.1201,0.110962962963,1.4507962963,
9.2612,0.105461988304,1.45767251462,
9.4045,0.101113019892,1.456579566,
9.5499,0.0987466546112,1.44211844485,
9.6976,0.0963428571429,1.42742857143,
9.8477,0.0939,1.4125,
10.0,0.101405545927,1.39943500867,
10.155,0.114837088388,1.38734662045,
10.312,0.128441941075,1.37510225303,
10.471,0.142220103986,1.36270190641,
10.633,0.164371428571,1.36491428571,
10.798,0.187419047619,1.36805714286,
10.965,0.210746031746,1.37123809524,
11.134,0.234352380952,1.37445714286,
11.307,0.258517460317,1.37775238095,
11.481,0.282822222222,1.38106666667,
11.659,0.307685714286,1.38445714286,
11.84,0.326246376812,1.3975942029,
12.023,0.339507246377,1.4188115942,
12.209,0.352985507246,1.44037681159,
12.398,0.36668115942,1.46228985507,
12.589,0.372702739726,1.48560273973,
12.784,0.377243835616,1.50964383562,
12.982,0.381854794521,1.53405479452,
13.183,0.385253246753,1.55835974026,
13.387,0.37862987013,1.57928961039,
13.594,0.371909090909,1.60052727273,
13.804,0.365090909091,1.62207272727,
14.017,0.356381481481,1.64112222222,
14.234,0.344861728395,1.65639259259,
14.454,0.333182716049,1.67187407407,
14.678,0.321291358025,1.68763703704,
14.905,0.308598837209,1.69833139535,
15.136,0.295437209302,1.70719534884,
15.37,0.282104651163,1.7161744186,
15.608,0.268530434783,1.72507826087,
15.849,0.254384782609,1.72743586957,
16.094,0.240004347826,1.7298326087,
16.343,0.225389130435,1.73226847826,
16.596,0.212783333333,1.73368333333,
16.853,0.2052875,1.7326125,
17.113,0.197704166667,1.73152916667,
17.378,0.189975,1.730425,
17.647,0.183433009709,1.72918932039,
17.92,0.177601941748,1.72786407767,
18.197,0.171685436893,1.72651941748,
18.479,0.165662135922,1.72515048544,
18.764,0.158885185185,1.72594074074,
19.055,0.15187962963,1.72701851852,
19.349,0.144801851852,1.72810740741,
19.649,0.13765,1.7285,
19.953,0.130694067797,1.72592372881,
20.261,0.123646610169,1.72331355932,
20.575,0.116461864407,1.72065254237,
20.893,0.10918559322,1.71795762712,
21.216,0.101794915254,1.71522033898,
21.544,0.0942898305085,1.71244067797,
21.878,0.0866474576271,1.70961016949,
22.216,0.082319379845,1.70384496124,
22.56,0.0788527131783,1.69717829457,
22.909,0.0753356589147,1.69041472868,
23.263,0.0718807407407,1.68357407407,
23.623,0.0700140740741,1.67690740741,
23.988,0.0681214814815,1.67014814815,
24.359,0.0661977777778,1.66327777778,
24.736,0.0644965517241,1.65658344828,
25.119,0.063175862069,1.65024413793,
25.507,0.0618379310345,1.64382206897,
25.902,0.060475862069,1.63728413793,
26.303,0.0593078947368,1.63032828947,
26.71,0.0582368421053,1.62309868421,
27.123,0.05715,1.6157625,
27.542,0.0560473684211,1.60831973684,
27.968,0.0575204968944,1.60065093168,
28.401,0.0591341614907,1.5928515528,
28.84,0.0607701863354,1.58494409938,
29.286,0.0634923976608,1.57669356725,
29.74,0.0693333333333,1.56766666667,
30.199,0.0752385964912,1.55854035088,
30.667,0.0812596491228,1.54923508772,
31.141,0.0890652291105,1.54035687332,
31.623,0.0984194070081,1.53178221024,
32.112,0.107909433962,1.52308301887,
32.609,0.117554716981,1.51424150943,
33.113,0.127335849057,1.5052754717,
33.625,0.137272237197,1.4961671159,
34.146,0.14738328841,1.48689865229,
34.674,0.158635294118,1.47780588235,
35.21,0.175450980392,1.47018627451,
35.755,0.192549019608,1.46243872549,
36.308,0.209898039216,1.45457745098,
36.869,0.228617006803,1.44978321995,
37.44,0.249204081633,1.44926530612,
38.019,0.270079591837,1.44874013605,
38.607,0.291279591837,1.44820680272,
39.204,0.312804081633,1.44766530612,
39.811,0.334689115646,1.44711473923,
40.427,0.356898639456,1.44655600907,
41.052,0.37959,1.446485,
41.687,0.410810833333,1.47214958333,
42.332,0.442523333333,1.49821833333,
42.987,0.4747275,1.52469125,
43.652,0.504792885375,1.55263636364,
44.327,0.52960513834,1.58331818182,
45.013,0.55482173913,1.6145,
45.709,0.580405928854,1.64613636364,
46.416,0.582594095941,1.68202804428,
47.134,0.570671586716,1.7207099631,
47.863,0.558566420664,1.75998450185,
48.603,0.546278597786,1.79985166052,
49.355,0.525918727915,1.82379681979,
50.119,0.50432155477,1.84620388693,
50.894,0.482413427562,1.8689335689,
51.681,0.459546179402,1.8879089701,
52.481,0.434031229236,1.89216146179,
53.293,0.408133554817,1.89647774086,
54.117,0.381853156146,1.90085780731,
54.954,0.365066875,1.8981175,
55.804,0.35736375,1.888555,
56.667,0.3495428125,1.87884625,
57.544,0.341595,1.86898,
58.434,0.344013609467,1.86657751479,
59.338,0.349095266272,1.86604260355,
60.256,0.354255621302,1.86549940828,
61.188,0.359445136187,1.86619844358,
62.135,0.36423540856,1.87909533074,
63.096,0.369096498054,1.89218287938,
64.072,0.371160751566,1.90369269311,
65.063,0.369091858038,1.91279582463,
66.069,0.366991649269,1.92203674322,
67.091,0.364858037578,1.93142463466,
68.129,0.362691022965,1.94095949896,
69.183,0.356939,1.950507,
70.253,0.349449,1.960137,
71.34,0.34184,1.96992,
72.444,0.334112,1.979856,
73.564,0.327261971831,1.98518309859,
74.702,0.320316431925,1.9905258216,
75.858,0.313261032864,1.99595305164,
77.031,0.30612147651,2.00132192394,
78.223,0.29892147651,2.0063885906,
79.433,0.291612751678,2.01153176734,
80.662,0.284189261745,2.0167557047,
81.909,0.276797077244,2.02200208768,
83.176,0.269390814196,2.02729227557,
84.463,0.261867640919,2.03266597077,
85.77,0.254227557411,2.03812317328,
87.096,0.246053012048,2.04303373494,
88.444,0.23766184739,2.0479060241,
89.812,0.229146184739,2.05285060241,
91.201,0.220115083799,2.05708975791,
92.612,0.209079329609,2.05761527002,
94.045,0.19787150838,2.05814897579,
95.499,0.186499441341,2.05869050279,
96.977,0.175777954145,2.05854356261,
98.477,0.165989594356,2.05748536155,
100.0,0.156051146384,2.05641093474,
101.55,0.145936507937,2.05531746032,
103.12,0.138444067797,2.05120338983,
104.71,0.131976271186,2.04581355932,
106.33,0.125386440678,2.0403220339,
107.98,0.1188375,2.0347875,
