WAV(Microns),K(Extinction Coefficient),N(Refractive Index),
0.47863,0.0193301672477,1.19557862073,
0.48603,0.0193500789091,1.1925354876,
0.49355,0.01936459024,1.1894570323,
0.50119,0.0193797261123,1.18627924676,
0.50894,0.0193958342218,1.1830757691,
0.51681,0.0194169183608,1.17976308693,
0.52481,0.0194370559513,1.17640804003,
0.53293,0.0194558389554,1.17297327693,
0.54117,0.0194798224755,1.16945386085,
0.54954,0.0195028191845,1.16583078452,
0.55804,0.0195247323369,1.16213463639,
0.56667,0.0195521640521,1.15836493384,
0.57544,0.0195788956302,1.15450777937,
0.58434,0.0196065296496,1.15050352517,
0.59338,0.0196380320256,1.14644925291,
0.60256,0.0196666269036,1.14227668761,
0.61188,0.0197033130043,1.13798062912,
0.62135,0.0197394335337,1.1335548364,
0.63096,0.0197749994126,1.12900053079,
0.64072,0.0198167772113,1.12431401229,
0.65063,0.0198542542751,1.11951710882,
0.66069,0.0199001570647,1.11455981992,
0.67091,0.0199508327849,1.10950741162,
0.68129,0.0200040754937,1.1043245235,
0.69183,0.0200598069721,1.09895816749,
0.70253,0.0201181222934,1.09339191574,
0.7134,0.0201794123762,1.08763518185,
0.72444,0.0202439383267,1.08167449026,
0.73564,0.0203117936132,1.07551137628,
0.74702,0.0203832433136,1.06914459087,
0.75858,0.0204654402074,1.06254258205,
0.77031,0.0205454264777,1.05576938167,
0.78223,0.0206300287181,1.04867215851,
0.79433,0.0207195779534,1.04131313996,
0.80662,0.0208146983786,1.03374071893,
0.81909,0.0208805843321,1.02914247481,
0.83176,0.0209356042261,1.02561414602,
0.84463,0.0209924646968,1.02203680387,
0.8577,0.0210508312442,1.0183554051,
0.87096,0.0211110272884,1.01461620964,
0.88444,0.0211710154647,1.0106988838,
0.89812,0.0212304021542,1.00676227444,
0.91201,0.0212967439647,1.00270632925,
0.92612,0.0213650888646,0.998544050964,
0.94045,0.0214359158199,0.994260179061,
0.95499,0.0215022761009,0.989860559072,
0.96977,0.0215781609228,0.985353408009,
0.98477,0.0216566805277,0.980751714956,
1.0,0.0217385030095,0.975947627136,
1.0155,0.021823111677,0.971011282993,
1.0312,0.0219166431508,0.965921588357,
1.0471,0.0220101975881,0.960708769321,
1.0633,0.0221058084117,0.955299101736,
1.0798,0.0222086439881,0.949820726707,
1.0965,0.0223079085933,0.944637751327,
1.1134,0.0224133448578,0.939338833539,
1.1307,0.0225175601817,0.933808543307,
1.1481,0.0226327203689,0.928108011042,
1.1659,0.0227487260251,0.922243309327,
1.1839,0.0228711329544,0.916165038614,
1.2023,0.0230038160676,0.909873634484,
1.2209,0.0231166887498,0.90477570616,
1.2398,0.0232228133369,0.900017233571,
1.2589,0.0233452087523,0.895172756319,
